1|20160327082400|16030401EAFB68F1E3CDF819735E1C66|1
2|20160327082500|16030401EAFB68F1E3CDF819735E1C66|1
3|20160327170000|16030401EAFB68F1E3CDF819735E1C66|0
4|CC0710CC94ECC657A8561DE549D940E0|16030401EAFB68F1E3CDF819735E1C66|0
5|20160327075000|9F36407EAD8829FC166F14DDE7970F68|1
6|20160327075100|9F36407EAD8829FC166F14DDE7970F68|1
7|CC0710CC94ECC657A8561DE549D940E0|9F36407EAD8829FC166F14DDE7970F68|0
8|20160327081300|9F36407EAD8829FC166F14DDE7970F68|0
9|20160327175000|9F36407EAD8829FC166F14DDE7970F68|1
10|20160327182000|9F36407EAD8829FC166F14DDE7970F68|1
11|CC0710CC94ECC657A8561DE549D940E0|9F36407EAD8829FC166F14DDE7970F68|0
12|20160327230000|9F36407EAD8829FC166F14DDE7970F68|0
13|20160327081100|CC0710CC94ECC657A8561DE549D940E0|1
141|20160327081200|CC0710CC94ECC657A8561DE549D940E0|1
13|CC0710CC94ECC657A8561DE549D940E0|CC0710CC94ECC657A8561DE549D940E0|0
313|20160327082000|CC0710CC94ECC657A8561DE549D940E0|0
33|20160327171000|CC0710CC94ECC657A8561DE549D940E0|1
3123|20160327171600|CC0710CC94ECC657A8561DE549D940E0|0
115||CC0710CC94ECC657A8561DE549D940E0|1
414||CC0710CC94ECC657A8561DE549D940E0|0
33|NULL|CC0710CC94ECC657A8561DE549D940E0|0
